file_location,affect,arousal,valence,dominance,zero_shot_emotion
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F000.wav,Anger,0.12141660982619151,-0.2364114072332647,0.11838072492484386,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F001.wav,Anger,0.14304523810336978,-0.26246084879613973,0.14309347392944338,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F002.wav,Anger,0.029070995506830233,-0.2977812468876584,0.13027798736392837,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F003.wav,Anger,-0.09472715890258177,-0.43022831762944447,0.017527478870329682,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F004.wav,Anger,0.05086153322932052,-0.20636176342551205,0.17490039374698463,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F005.wav,Anger,0.22798743059871796,-0.1322544303335622,0.21639958881565136,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F006.wav,Anger,0.0874612757792479,-0.5999028979069796,0.036195863439011156,Disgust
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F007.wav,Anger,0.22486786284858895,-0.4587879504097736,0.28687634583461463,Disgust
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F008.wav,Anger,0.3652373927671424,-0.41454257988786014,0.3903606937338078,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F009.wav,Anger,0.20608456819854215,-0.5355205330548907,0.24623291066609077,Disgust
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F010.wav,Anger,0.34761602326144003,-0.2945437106624349,0.4444687002540546,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F011.wav,Anger,0.09607350902447687,-0.2625475610433261,0.13257762143389318,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F012.wav,Anger,0.4362776355143758,-0.4782778950498766,0.47138046160757696,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F013.wav,Anger,0.619561151475801,-0.4792818376183299,0.6363259417954605,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F014.wav,Anger,0.469850683370999,-0.49222525869310685,0.4935224003250449,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F015.wav,Anger,0.49296415618622746,-0.1024410411297908,0.51812841697777,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F016.wav,Anger,0.5577079205046549,-0.316019946076728,0.5801663928170484,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F017.wav,Sadness,0.4009665347371725,-0.5994599065746681,0.42006555654496847,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F019.wav,Sadness,0.5282032972099586,-0.23707028639335226,0.5407043462761416,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F020.wav,Sadness,0.36385801424277475,-0.6192526744872808,0.36124869790519587,Disgust
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F021.wav,Sadness,0.02318974734298096,-0.4401486953221023,-0.02356148918178158,Disgust
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M000.wav,Neutral,-0.05835673184828927,-0.47603782866423017,-0.07541168550531718,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M001.wav,Neutral,-0.4282233433420637,-0.17180470094628997,-0.4256544413482217,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M002.wav,Neutral,-0.05287103745430677,-0.2350785830786365,-0.012869650518255282,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M003.wav,Anger,-0.18504615044622852,-0.4860873261380907,-0.12071495195491044,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M004.wav,Neutral,-0.2998152110072899,-0.3612136550780849,-0.2978252044205457,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M005.wav,Neutral,-0.14589447892024054,-0.16238788482038435,-0.19876250899175085,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M007.wav,Neutral,-0.6158840642919358,-0.5004636196681428,-0.715072996322877,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M008.wav,Neutral,-0.20186067121612528,-0.21748118624279233,-0.15700680321991545,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M009.wav,Anger,0.03109047852575486,-0.2694706467709024,0.08661250576924173,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M012.wav,Anger,0.06108172965330594,-0.33062733276747636,0.07789290715485442,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M013.wav,Neutral,-0.1379119497364495,0.30264002034836235,-0.0037783897574557024,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M016.wav,Surprise,0.14081583499111328,0.27355671032231665,0.18359432771187545,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_M017.wav,Anger,0.17360699515141653,-0.36346443494600933,0.19071973063796133,Disgust
